ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
AN,2020-01-01,0,0,0,0,0,0
AR,2020-01-01,0,0,0,0,0,0
AS,2020-01-01,0,0,0,0,0,0
CB,2020-01-01,0,0,0,0,0,0
CE,2020-01-01,0,0,0,0,0,0
CL,2020-01-01,0,0,0,0,0,0
CM,2020-01-01,0,0,0,0,0,0
CN,2020-01-01,0,0,0,0,0,0
CT,2020-01-01,0,0,0,0,0,0
EX,2020-01-01,0,0,0,0,0,0
GA,2020-01-01,0,0,0,0,0,0
IB,2020-01-01,0,0,0,0,0,0
MC,2020-01-01,0,0,0,0,0,0
MD,2020-01-01,1,1,0,0,0,0
ML,2020-01-01,0,0,0,0,0,0
NC,2020-01-01,0,0,0,0,0,0
PV,2020-01-01,1,0,0,1,0,0
RI,2020-01-01,0,0,0,0,0,0
VC,2020-01-01,0,0,0,0,0,0
AN,2020-01-02,0,0,0,0,0,0
AR,2020-01-02,0,0,0,0,0,0
AS,2020-01-02,0,0,0,0,0,0
CB,2020-01-02,0,0,0,0,0,0
CE,2020-01-02,0,0,0,0,0,0
CL,2020-01-02,0,0,0,0,0,0
CM,2020-01-02,0,0,0,0,0,0
CN,2020-01-02,0,0,0,0,0,0
CT,2020-01-02,0,0,0,0,0,0
EX,2020-01-02,0,0,0,0,0,0
GA,2020-01-02,0,0,0,0,0,0
IB,2020-01-02,0,0,0,0,0,0
MC,2020-01-02,0,0,0,0,0,0
MD,2020-01-02,0,0,0,0,0,0
ML,2020-01-02,0,0,0,0,0,0
NC,2020-01-02,0,0,0,0,0,0
PV,2020-01-02,0,0,0,0,0,0
RI,2020-01-02,0,0,0,0,0,0
VC,2020-01-02,0,0,0,0,0,0
AN,2020-01-03,0,0,0,0,0,0
AR,2020-01-03,0,0,0,0,0,0
AS,2020-01-03,0,0,0,0,0,0
CB,2020-01-03,0,0,0,0,0,0
CE,2020-01-03,0,0,0,0,0,0
CL,2020-01-03,0,0,0,0,0,0
CM,2020-01-03,0,0,0,0,0,0
CN,2020-01-03,0,0,0,0,0,0
CT,2020-01-03,1,1,0,0,0,0
EX,2020-01-03,0,0,0,0,0,0
GA,2020-01-03,0,0,0,0,0,0
IB,2020-01-03,0,0,0,0,0,0
MC,2020-01-03,0,0,0,0,0,0
MD,2020-01-03,1,1,0,0,0,0
ML,2020-01-03,0,0,0,0,0,0
NC,2020-01-03,0,0,0,0,0,0
PV,2020-01-03,0,0,0,0,0,0
RI,2020-01-03,0,0,0,0,0,0
VC,2020-01-03,0,0,0,0,0,0
AN,2020-01-04,0,0,0,0,0,0
AR,2020-01-04,0,0,0,0,0,0
AS,2020-01-04,0,0,0,0,0,0
CB,2020-01-04,0,0,0,0,0,0
CE,2020-01-04,0,0,0,0,0,0
CL,2020-01-04,0,0,0,0,0,0
CM,2020-01-04,0,0,0,0,0,0
CN,2020-01-04,0,0,0,0,0,0
CT,2020-01-04,0,0,0,0,0,0
EX,2020-01-04,0,0,0,0,0,0
GA,2020-01-04,0,0,0,0,0,0
IB,2020-01-04,0,0,0,0,0,0
MC,2020-01-04,0,0,0,0,0,0
MD,2020-01-04,0,0,0,0,0,0
ML,2020-01-04,0,0,0,0,0,0
NC,2020-01-04,0,0,0,0,0,0
PV,2020-01-04,0,0,0,0,0,0
RI,2020-01-04,0,0,0,0,0,0
VC,2020-01-04,0,0,0,0,0,0
AN,2020-01-05,0,0,0,0,0,0
AR,2020-01-05,0,0,0,0,0,0
AS,2020-01-05,0,0,0,0,0,0
CB,2020-01-05,0,0,0,0,0,0
CE,2020-01-05,0,0,0,0,0,0
CL,2020-01-05,0,0,0,0,0,0
CM,2020-01-05,0,0,0,0,0,0
CN,2020-01-05,0,0,0,0,0,0
CT,2020-01-05,0,0,0,0,0,0
EX,2020-01-05,0,0,0,0,0,0
GA,2020-01-05,0,0,0,0,0,0
IB,2020-01-05,0,0,0,0,0,0
MC,2020-01-05,0,0,0,0,0,0
MD,2020-01-05,0,0,0,0,0,0
ML,2020-01-05,0,0,0,0,0,0
NC,2020-01-05,0,0,0,0,0,0
PV,2020-01-05,0,0,0,0,0,0
RI,2020-01-05,0,0,0,0,0,0
VC,2020-01-05,0,0,0,0,0,0
AN,2020-01-06,0,0,0,0,0,0
AR,2020-01-06,0,0,0,0,0,0
AS,2020-01-06,0,0,0,0,0,0
CB,2020-01-06,0,0,0,0,0,0
CE,2020-01-06,0,0,0,0,0,0
CL,2020-01-06,0,0,0,0,0,0
CM,2020-01-06,0,0,0,0,0,0
CN,2020-01-06,0,0,0,0,0,0
CT,2020-01-06,0,0,0,0,0,0
EX,2020-01-06,0,0,0,0,0,0
GA,2020-01-06,0,0,0,0,0,0
IB,2020-01-06,0,0,0,0,0,0
MC,2020-01-06,0,0,0,0,0,0
MD,2020-01-06,0,0,0,0,0,0
ML,2020-01-06,0,0,0,0,0,0
NC,2020-01-06,0,0,0,0,0,0
PV,2020-01-06,0,0,0,0,0,0
RI,2020-01-06,0,0,0,0,0,0
VC,2020-01-06,0,0,0,0,0,0
AN,2020-01-07,0,0,0,0,0,0
AR,2020-01-07,0,0,0,0,0,0
AS,2020-01-07,0,0,0,0,0,0
CB,2020-01-07,0,0,0,0,0,0
CE,2020-01-07,0,0,0,0,0,0
CL,2020-01-07,0,0,0,0,0,0
CM,2020-01-07,0,0,0,0,0,0
CN,2020-01-07,0,0,0,0,0,0
CT,2020-01-07,0,0,0,0,0,0
EX,2020-01-07,0,0,0,0,0,0
GA,2020-01-07,0,0,0,0,0,0
IB,2020-01-07,0,0,0,0,0,0
MC,2020-01-07,0,0,0,0,0,0
MD,2020-01-07,0,0,0,0,0,0
ML,2020-01-07,0,0,0,0,0,0
NC,2020-01-07,0,0,0,0,0,0
PV,2020-01-07,0,0,0,0,0,0
RI,2020-01-07,0,0,0,0,0,0
VC,2020-01-07,0,0,0,0,0,0
AN,2020-01-08,0,0,0,0,0,0
AR,2020-01-08,0,0,0,0,0,0
AS,2020-01-08,0,0,0,0,0,0
CB,2020-01-08,0,0,0,0,0,0
CE,2020-01-08,0,0,0,0,0,0
CL,2020-01-08,0,0,0,0,0,0
CM,2020-01-08,0,0,0,0,0,0
CN,2020-01-08,0,0,0,0,0,0
CT,2020-01-08,0,0,0,0,0,0
EX,2020-01-08,0,0,0,0,0,0
GA,2020-01-08,0,0,0,0,0,0
IB,2020-01-08,0,0,0,0,0,0
MC,2020-01-08,0,0,0,0,0,0
MD,2020-01-08,0,0,0,0,0,0
ML,2020-01-08,0,0,0,0,0,0
NC,2020-01-08,0,0,0,0,0,0
PV,2020-01-08,0,0,0,0,0,0
RI,2020-01-08,0,0,0,0,0,0
VC,2020-01-08,0,0,0,0,0,0
AN,2020-01-09,0,0,0,0,0,0
AR,2020-01-09,0,0,0,0,0,0
AS,2020-01-09,0,0,0,0,0,0
CB,2020-01-09,0,0,0,0,0,0
CE,2020-01-09,0,0,0,0,0,0
CL,2020-01-09,0,0,0,0,0,0
CM,2020-01-09,0,0,0,0,0,0
CN,2020-01-09,0,0,0,0,0,0
CT,2020-01-09,0,0,0,0,0,0
EX,2020-01-09,0,0,0,0,0,0
GA,2020-01-09,0,0,0,0,0,0
IB,2020-01-09,0,0,0,0,0,0
MC,2020-01-09,0,0,0,0,0,0
MD,2020-01-09,0,0,0,0,0,0
ML,2020-01-09,0,0,0,0,0,0
NC,2020-01-09,0,0,0,0,0,0
PV,2020-01-09,0,0,0,0,0,0
RI,2020-01-09,0,0,0,0,0,0
VC,2020-01-09,0,0,0,0,0,0
AN,2020-01-10,0,0,0,0,0,0
AR,2020-01-10,0,0,0,0,0,0
AS,2020-01-10,0,0,0,0,0,0
CB,2020-01-10,0,0,0,0,0,0
CE,2020-01-10,0,0,0,0,0,0
CL,2020-01-10,0,0,0,0,0,0
CM,2020-01-10,0,0,0,0,0,0
CN,2020-01-10,0,0,0,0,0,0
CT,2020-01-10,0,0,0,0,0,0
EX,2020-01-10,0,0,0,0,0,0
GA,2020-01-10,0,0,0,0,0,0
IB,2020-01-10,0,0,0,0,0,0
MC,2020-01-10,0,0,0,0,0,0
MD,2020-01-10,1,1,0,0,0,0
ML,2020-01-10,0,0,0,0,0,0
NC,2020-01-10,0,0,0,0,0,0
PV,2020-01-10,0,0,0,0,0,0
RI,2020-01-10,0,0,0,0,0,0
VC,2020-01-10,0,0,0,0,0,0
AN,2020-01-11,0,0,0,0,0,0
AR,2020-01-11,0,0,0,0,0,0
AS,2020-01-11,0,0,0,0,0,0
CB,2020-01-11,0,0,0,0,0,0
CE,2020-01-11,0,0,0,0,0,0
CL,2020-01-11,0,0,0,0,0,0
CM,2020-01-11,0,0,0,0,0,0
CN,2020-01-11,0,0,0,0,0,0
CT,2020-01-11,0,0,0,0,0,0
EX,2020-01-11,0,0,0,0,0,0
GA,2020-01-11,0,0,0,0,0,0
IB,2020-01-11,0,0,0,0,0,0
MC,2020-01-11,0,0,0,0,0,0
MD,2020-01-11,1,1,0,0,0,0
ML,2020-01-11,0,0,0,0,0,0
NC,2020-01-11,0,0,0,0,0,0
PV,2020-01-11,0,0,0,0,0,0
RI,2020-01-11,0,0,0,0,0,0
VC,2020-01-11,0,0,0,0,0,0
AN,2020-01-12,0,0,0,0,0,0
AR,2020-01-12,0,0,0,0,0,0
AS,2020-01-12,0,0,0,0,0,0
CB,2020-01-12,0,0,0,0,0,0
CE,2020-01-12,0,0,0,0,0,0
CL,2020-01-12,0,0,0,0,0,0
CM,2020-01-12,0,0,0,0,0,0
CN,2020-01-12,0,0,0,0,0,0
CT,2020-01-12,0,0,0,0,0,0
EX,2020-01-12,0,0,0,0,0,0
GA,2020-01-12,0,0,0,0,0,0
IB,2020-01-12,0,0,0,0,0,0
MC,2020-01-12,0,0,0,0,0,0
MD,2020-01-12,1,1,0,0,0,0
ML,2020-01-12,0,0,0,0,0,0
NC,2020-01-12,0,0,0,0,0,0
PV,2020-01-12,0,0,0,0,0,0
RI,2020-01-12,0,0,0,0,0,0
VC,2020-01-12,0,0,0,0,0,0
AN,2020-01-13,0,0,0,0,0,0
AR,2020-01-13,0,0,0,0,0,0
AS,2020-01-13,0,0,0,0,0,0
CB,2020-01-13,0,0,0,0,0,0
CE,2020-01-13,0,0,0,0,0,0
CL,2020-01-13,0,0,0,0,0,0
CM,2020-01-13,0,0,0,0,0,0
CN,2020-01-13,0,0,0,0,0,0
CT,2020-01-13,0,0,0,0,0,0
EX,2020-01-13,0,0,0,0,0,0
GA,2020-01-13,0,0,0,0,0,0
IB,2020-01-13,0,0,0,0,0,0
MC,2020-01-13,0,0,0,0,0,0
MD,2020-01-13,2,2,0,0,0,0
ML,2020-01-13,0,0,0,0,0,0
NC,2020-01-13,0,0,0,0,0,0
PV,2020-01-13,0,0,0,0,0,0
RI,2020-01-13,0,0,0,0,0,0
VC,2020-01-13,0,0,0,0,0,0
AN,2020-01-14,0,0,0,0,0,0
AR,2020-01-14,0,0,0,0,0,0
AS,2020-01-14,0,0,0,0,0,0
CB,2020-01-14,0,0,0,0,0,0
CE,2020-01-14,0,0,0,0,0,0
CL,2020-01-14,0,0,0,0,0,0
CM,2020-01-14,0,0,0,0,0,0
CN,2020-01-14,0,0,0,0,0,0
CT,2020-01-14,0,0,0,0,0,0
EX,2020-01-14,0,0,0,0,0,0
GA,2020-01-14,0,0,0,0,0,0
IB,2020-01-14,0,0,0,0,0,0
MC,2020-01-14,0,0,0,0,0,0
MD,2020-01-14,0,0,0,0,0,0
ML,2020-01-14,0,0,0,0,0,0
NC,2020-01-14,0,0,0,0,0,0
PV,2020-01-14,0,0,0,0,0,0
RI,2020-01-14,0,0,0,0,0,0
VC,2020-01-14,0,0,0,0,0,0
AN,2020-01-15,0,0,0,0,0,0
AR,2020-01-15,0,0,0,0,0,0
AS,2020-01-15,0,0,0,0,0,0
CB,2020-01-15,0,0,0,0,0,0
CE,2020-01-15,0,0,0,0,0,0
CL,2020-01-15,0,0,0,0,0,0
CM,2020-01-15,0,0,0,0,0,0
CN,2020-01-15,0,0,0,0,0,0
CT,2020-01-15,0,0,0,0,0,0
EX,2020-01-15,0,0,0,0,0,0
GA,2020-01-15,0,0,0,0,0,0
IB,2020-01-15,0,0,0,0,0,0
MC,2020-01-15,0,0,0,0,0,0
MD,2020-01-15,1,1,0,0,0,0
ML,2020-01-15,0,0,0,0,0,0
NC,2020-01-15,0,0,0,0,0,0
PV,2020-01-15,0,0,0,0,0,0
RI,2020-01-15,0,0,0,0,0,0
VC,2020-01-15,0,0,0,0,0,0
AN,2020-01-16,0,0,0,0,0,0
AR,2020-01-16,0,0,0,0,0,0
AS,2020-01-16,0,0,0,0,0,0
CB,2020-01-16,0,0,0,0,0,0
CE,2020-01-16,0,0,0,0,0,0
CL,2020-01-16,0,0,0,0,0,0
CM,2020-01-16,0,0,0,0,0,0
CN,2020-01-16,0,0,0,0,0,0
CT,2020-01-16,0,0,0,0,0,0
EX,2020-01-16,0,0,0,0,0,0
GA,2020-01-16,0,0,0,0,0,0
IB,2020-01-16,0,0,0,0,0,0
MC,2020-01-16,0,0,0,0,0,0
MD,2020-01-16,1,1,0,0,0,0
ML,2020-01-16,0,0,0,0,0,0
NC,2020-01-16,0,0,0,0,0,0
PV,2020-01-16,0,0,0,0,0,0
RI,2020-01-16,0,0,0,0,0,0
VC,2020-01-16,0,0,0,0,0,0
AN,2020-01-17,0,0,0,0,0,0
AR,2020-01-17,0,0,0,0,0,0
AS,2020-01-17,0,0,0,0,0,0
CB,2020-01-17,0,0,0,0,0,0
CE,2020-01-17,0,0,0,0,0,0
CL,2020-01-17,0,0,0,0,0,0
CM,2020-01-17,0,0,0,0,0,0
CN,2020-01-17,0,0,0,0,0,0
CT,2020-01-17,0,0,0,0,0,0
EX,2020-01-17,0,0,0,0,0,0
GA,2020-01-17,0,0,0,0,0,0
IB,2020-01-17,0,0,0,0,0,0
MC,2020-01-17,0,0,0,0,0,0
MD,2020-01-17,1,1,0,0,0,0
ML,2020-01-17,0,0,0,0,0,0
NC,2020-01-17,0,0,0,0,0,0
PV,2020-01-17,0,0,0,0,0,0
RI,2020-01-17,0,0,0,0,0,0
VC,2020-01-17,0,0,0,0,0,0
AN,2020-01-18,0,0,0,0,0,0
AR,2020-01-18,0,0,0,0,0,0
AS,2020-01-18,0,0,0,0,0,0
CB,2020-01-18,0,0,0,0,0,0
CE,2020-01-18,0,0,0,0,0,0
CL,2020-01-18,0,0,0,0,0,0
CM,2020-01-18,0,0,0,0,0,0
CN,2020-01-18,0,0,0,0,0,0
CT,2020-01-18,0,0,0,0,0,0
EX,2020-01-18,0,0,0,0,0,0
GA,2020-01-18,0,0,0,0,0,0
IB,2020-01-18,0,0,0,0,0,0
MC,2020-01-18,0,0,0,0,0,0
MD,2020-01-18,2,2,0,0,0,0
ML,2020-01-18,0,0,0,0,0,0
NC,2020-01-18,0,0,0,0,0,0
PV,2020-01-18,0,0,0,0,0,0
RI,2020-01-18,0,0,0,0,0,0
VC,2020-01-18,0,0,0,0,0,0
AN,2020-01-19,0,0,0,0,0,0
AR,2020-01-19,0,0,0,0,0,0
AS,2020-01-19,0,0,0,0,0,0
CB,2020-01-19,0,0,0,0,0,0
CE,2020-01-19,0,0,0,0,0,0
CL,2020-01-19,0,0,0,0,0,0
CM,2020-01-19,0,0,0,0,0,0
CN,2020-01-19,0,0,0,0,0,0
CT,2020-01-19,0,0,0,0,0,0
EX,2020-01-19,0,0,0,0,0,0
GA,2020-01-19,0,0,0,0,0,0
IB,2020-01-19,0,0,0,0,0,0
MC,2020-01-19,0,0,0,0,0,0
MD,2020-01-19,0,0,0,0,0,0
ML,2020-01-19,0,0,0,0,0,0
NC,2020-01-19,0,0,0,0,0,0
PV,2020-01-19,0,0,0,0,0,0
RI,2020-01-19,0,0,0,0,0,0
VC,2020-01-19,0,0,0,0,0,0
AN,2020-01-20,0,0,0,0,0,0
AR,2020-01-20,0,0,0,0,0,0
AS,2020-01-20,0,0,0,0,0,0
CB,2020-01-20,0,0,0,0,0,0
CE,2020-01-20,0,0,0,0,0,0
CL,2020-01-20,0,0,0,0,0,0
CM,2020-01-20,0,0,0,0,0,0
CN,2020-01-20,0,0,0,0,0,0
CT,2020-01-20,0,0,0,0,0,0
EX,2020-01-20,0,0,0,0,0,0
GA,2020-01-20,0,0,0,0,0,0
IB,2020-01-20,0,0,0,0,0,0
MC,2020-01-20,0,0,0,0,0,0
MD,2020-01-20,3,3,0,0,0,0
ML,2020-01-20,0,0,0,0,0,0
NC,2020-01-20,0,0,0,0,0,0
PV,2020-01-20,0,0,0,0,0,0
RI,2020-01-20,0,0,0,0,0,0
VC,2020-01-20,0,0,0,0,0,0
AN,2020-01-21,0,0,0,0,0,0
AR,2020-01-21,0,0,0,0,0,0
AS,2020-01-21,0,0,0,0,0,0
CB,2020-01-21,0,0,0,0,0,0
CE,2020-01-21,0,0,0,0,0,0
CL,2020-01-21,0,0,0,0,0,0
CM,2020-01-21,0,0,0,0,0,0
CN,2020-01-21,0,0,0,0,0,0
CT,2020-01-21,0,0,0,0,0,0
EX,2020-01-21,0,0,0,0,0,0
GA,2020-01-21,0,0,0,0,0,0
IB,2020-01-21,0,0,0,0,0,0
MC,2020-01-21,0,0,0,0,0,0
MD,2020-01-21,0,0,0,0,0,0
ML,2020-01-21,0,0,0,0,0,0
NC,2020-01-21,0,0,0,0,0,0
PV,2020-01-21,0,0,0,0,0,0
RI,2020-01-21,0,0,0,0,0,0
VC,2020-01-21,0,0,0,0,0,0
AN,2020-01-22,0,0,0,0,0,0
AR,2020-01-22,0,0,0,0,0,0
AS,2020-01-22,0,0,0,0,0,0
CB,2020-01-22,0,0,0,0,0,0
CE,2020-01-22,0,0,0,0,0,0
CL,2020-01-22,0,0,0,0,0,0
CM,2020-01-22,0,0,0,0,0,0
CN,2020-01-22,0,0,0,0,0,0
CT,2020-01-22,0,0,0,0,0,0
EX,2020-01-22,0,0,0,0,0,0
GA,2020-01-22,0,0,0,0,0,0
IB,2020-01-22,0,0,0,0,0,0
MC,2020-01-22,0,0,0,0,0,0
MD,2020-01-22,0,0,0,0,0,0
ML,2020-01-22,0,0,0,0,0,0
NC,2020-01-22,0,0,0,0,0,0
PV,2020-01-22,0,0,0,0,0,0
RI,2020-01-22,0,0,0,0,0,0
VC,2020-01-22,0,0,0,0,0,0
AN,2020-01-23,0,0,0,0,0,0
AR,2020-01-23,0,0,0,0,0,0
AS,2020-01-23,0,0,0,0,0,0
CB,2020-01-23,0,0,0,0,0,0
CE,2020-01-23,0,0,0,0,0,0
CL,2020-01-23,0,0,0,0,0,0
CM,2020-01-23,0,0,0,0,0,0
CN,2020-01-23,0,0,0,0,0,0
CT,2020-01-23,0,0,0,0,0,0
EX,2020-01-23,0,0,0,0,0,0
GA,2020-01-23,0,0,0,0,0,0
IB,2020-01-23,0,0,0,0,0,0
MC,2020-01-23,0,0,0,0,0,0
MD,2020-01-23,2,2,0,0,0,0
ML,2020-01-23,0,0,0,0,0,0
NC,2020-01-23,0,0,0,0,0,0
PV,2020-01-23,0,0,0,0,0,0
RI,2020-01-23,0,0,0,0,0,0
VC,2020-01-23,0,0,0,0,0,0
AN,2020-01-24,0,0,0,0,0,0
AR,2020-01-24,0,0,0,0,0,0
AS,2020-01-24,0,0,0,0,0,0
CB,2020-01-24,0,0,0,0,0,0
CE,2020-01-24,0,0,0,0,0,0
CL,2020-01-24,0,0,0,0,0,0
CM,2020-01-24,0,0,0,0,0,0
CN,2020-01-24,0,0,0,0,0,0
CT,2020-01-24,1,1,0,0,0,0
EX,2020-01-24,0,0,0,0,0,0
GA,2020-01-24,0,0,0,0,0,0
IB,2020-01-24,0,0,0,0,0,0
MC,2020-01-24,0,0,0,0,0,0
MD,2020-01-24,2,2,0,0,0,0
ML,2020-01-24,0,0,0,0,0,0
NC,2020-01-24,0,0,0,0,0,0
PV,2020-01-24,0,0,0,0,0,0
RI,2020-01-24,0,0,0,0,0,0
VC,2020-01-24,0,0,0,0,0,0
AN,2020-01-25,0,0,0,0,0,0
AR,2020-01-25,0,0,0,0,0,0
AS,2020-01-25,0,0,0,0,0,0
CB,2020-01-25,0,0,0,0,0,0
CE,2020-01-25,0,0,0,0,0,0
CL,2020-01-25,0,0,0,0,0,0
CM,2020-01-25,0,0,0,0,0,0
CN,2020-01-25,0,0,0,0,0,0
CT,2020-01-25,0,0,0,0,0,0
EX,2020-01-25,0,0,0,0,0,0
GA,2020-01-25,0,0,0,0,0,0
IB,2020-01-25,0,0,0,0,0,0
MC,2020-01-25,0,0,0,0,0,0
MD,2020-01-25,1,1,0,0,0,0
ML,2020-01-25,0,0,0,0,0,0
NC,2020-01-25,0,0,0,0,0,0
PV,2020-01-25,0,0,0,0,0,0
RI,2020-01-25,0,0,0,0,0,0
VC,2020-01-25,0,0,0,0,0,0
AN,2020-01-26,0,0,0,0,0,0
AR,2020-01-26,0,0,0,0,0,0
AS,2020-01-26,0,0,0,0,0,0
CB,2020-01-26,0,0,0,0,0,0
CE,2020-01-26,0,0,0,0,0,0
CL,2020-01-26,0,0,0,0,0,0
CM,2020-01-26,0,0,0,0,0,0
CN,2020-01-26,0,0,0,0,0,0
CT,2020-01-26,0,0,0,0,0,0
EX,2020-01-26,0,0,0,0,0,0
GA,2020-01-26,0,0,0,0,0,0
IB,2020-01-26,0,0,0,0,0,0
MC,2020-01-26,0,0,0,0,0,0
MD,2020-01-26,1,1,0,0,0,0
ML,2020-01-26,0,0,0,0,0,0
NC,2020-01-26,0,0,0,0,0,0
PV,2020-01-26,0,0,0,0,0,0
RI,2020-01-26,0,0,0,0,0,0
VC,2020-01-26,0,0,0,0,0,0
AN,2020-01-27,0,0,0,0,0,0
AR,2020-01-27,0,0,0,0,0,0
AS,2020-01-27,0,0,0,0,0,0
CB,2020-01-27,0,0,0,0,0,0
CE,2020-01-27,0,0,0,0,0,0
CL,2020-01-27,0,0,0,0,0,0
CM,2020-01-27,0,0,0,0,0,0
CN,2020-01-27,0,0,0,0,0,0
CT,2020-01-27,0,0,0,0,0,0
EX,2020-01-27,0,0,0,0,0,0
GA,2020-01-27,0,0,0,0,0,0
IB,2020-01-27,0,0,0,0,0,0
MC,2020-01-27,0,0,0,0,0,0
MD,2020-01-27,1,1,0,0,0,0
ML,2020-01-27,0,0,0,0,0,0
NC,2020-01-27,0,0,0,0,0,0
PV,2020-01-27,0,0,0,0,0,0
RI,2020-01-27,0,0,0,0,0,0
VC,2020-01-27,0,0,0,0,0,0
AN,2020-01-28,0,0,0,0,0,0
AR,2020-01-28,0,0,0,0,0,0
AS,2020-01-28,0,0,0,0,0,0
CB,2020-01-28,0,0,0,0,0,0
CE,2020-01-28,0,0,0,0,0,0
CL,2020-01-28,0,0,0,0,0,0
CM,2020-01-28,0,0,0,0,0,0
CN,2020-01-28,0,0,0,0,0,0
CT,2020-01-28,0,0,0,0,0,0
EX,2020-01-28,0,0,0,0,0,0
GA,2020-01-28,0,0,0,0,0,0
IB,2020-01-28,0,0,0,0,0,0
MC,2020-01-28,0,0,0,0,0,0
MD,2020-01-28,1,1,0,0,0,0
ML,2020-01-28,0,0,0,0,0,0
NC,2020-01-28,0,0,0,0,0,0
PV,2020-01-28,0,0,0,0,0,0
RI,2020-01-28,0,0,0,0,0,0
VC,2020-01-28,0,0,0,0,0,0
AN,2020-01-29,0,0,0,0,0,0
AR,2020-01-29,0,0,0,0,0,0
AS,2020-01-29,0,0,0,0,0,0
CB,2020-01-29,0,0,0,0,0,0
CE,2020-01-29,0,0,0,0,0,0
CL,2020-01-29,0,0,0,0,0,0
CM,2020-01-29,0,0,0,0,0,0
CN,2020-01-29,1,1,0,0,0,0
CT,2020-01-29,0,0,0,0,0,0
EX,2020-01-29,0,0,0,0,0,0
GA,2020-01-29,0,0,0,0,0,0
IB,2020-01-29,1,1,0,0,0,0
MC,2020-01-29,0,0,0,0,0,0
MD,2020-01-29,2,2,0,0,0,0
ML,2020-01-29,0,0,0,0,0,0
NC,2020-01-29,0,0,0,0,0,0
PV,2020-01-29,0,0,0,0,0,0
RI,2020-01-29,0,0,0,0,0,0
VC,2020-01-29,0,0,0,0,0,0
AN,2020-01-30,0,0,0,0,0,0
AR,2020-01-30,0,0,0,0,0,0
AS,2020-01-30,0,0,0,0,0,0
CB,2020-01-30,0,0,0,0,0,0
CE,2020-01-30,0,0,0,0,0,0
CL,2020-01-30,0,0,0,0,0,0
CM,2020-01-30,0,0,0,0,0,0
CN,2020-01-30,0,0,0,0,0,0
CT,2020-01-30,0,0,0,0,0,0
EX,2020-01-30,0,0,0,0,0,0
GA,2020-01-30,0,0,0,0,0,0
IB,2020-01-30,0,0,0,0,0,0
MC,2020-01-30,0,0,0,0,0,0
MD,2020-01-30,1,1,0,0,0,0
ML,2020-01-30,0,0,0,0,0,0
NC,2020-01-30,0,0,0,0,0,0
PV,2020-01-30,0,0,0,0,0,0
RI,2020-01-30,0,0,0,0,0,0
VC,2020-01-30,0,0,0,0,0,0
AN,2020-01-31,0,0,0,0,0,0
AR,2020-01-31,0,0,0,0,0,0
AS,2020-01-31,0,0,0,0,0,0
CB,2020-01-31,0,0,0,0,0,0
CE,2020-01-31,0,0,0,0,0,0
CL,2020-01-31,0,0,0,0,0,0
CM,2020-01-31,0,0,0,0,0,0
CN,2020-01-31,0,0,0,0,0,0
CT,2020-01-31,0,0,0,0,0,0
EX,2020-01-31,0,0,0,0,0,0
GA,2020-01-31,0,0,0,0,0,0
IB,2020-01-31,0,0,0,0,0,0
MC,2020-01-31,0,0,0,0,0,0
MD,2020-01-31,3,3,0,0,0,0
ML,2020-01-31,0,0,0,0,0,0
NC,2020-01-31,0,0,0,0,0,0
PV,2020-01-31,0,0,0,0,0,0
RI,2020-01-31,0,0,0,0,0,0
VC,2020-01-31,0,0,0,0,0,0
AN,2020-02-01,0,0,0,0,0,0
AR,2020-02-01,0,0,0,0,0,0
AS,2020-02-01,0,0,0,0,0,0
CB,2020-02-01,0,0,0,0,0,0
CE,2020-02-01,0,0,0,0,0,0
CL,2020-02-01,0,0,0,0,0,0
CM,2020-02-01,0,0,0,0,0,0
CN,2020-02-01,0,0,0,0,0,0
CT,2020-02-01,7,6,0,0,0,1
EX,2020-02-01,0,0,0,0,0,0
GA,2020-02-01,1,1,0,0,0,0
IB,2020-02-01,0,0,0,0,0,0
MC,2020-02-01,0,0,0,0,0,0
MD,2020-02-01,8,8,0,0,0,0
ML,2020-02-01,0,0,0,0,0,0
NC,2020-02-01,0,0,0,0,0,0
PV,2020-02-01,0,0,0,0,0,0
RI,2020-02-01,0,0,0,0,0,0
VC,2020-02-01,1,1,0,0,0,0
AN,2020-02-02,1,1,0,0,0,0
AR,2020-02-02,0,0,0,0,0,0
AS,2020-02-02,0,0,0,0,0,0
CB,2020-02-02,0,0,0,0,0,0
CE,2020-02-02,0,0,0,0,0,0
CL,2020-02-02,1,1,0,0,0,0
CM,2020-02-02,0,0,0,0,0,0
CN,2020-02-02,0,0,0,0,0,0
CT,2020-02-02,2,2,0,0,0,0
EX,2020-02-02,0,0,0,0,0,0
GA,2020-02-02,1,1,0,0,0,0
IB,2020-02-02,0,0,0,0,0,0
MC,2020-02-02,0,0,0,0,0,0
MD,2020-02-02,7,7,0,0,0,0
ML,2020-02-02,0,0,0,0,0,0
NC,2020-02-02,0,0,0,0,0,0
PV,2020-02-02,0,0,0,0,0,0
RI,2020-02-02,0,0,0,0,0,0
VC,2020-02-02,0,0,0,0,0,0
AN,2020-02-03,1,1,0,0,0,0
AR,2020-02-03,0,0,0,0,0,0
AS,2020-02-03,0,0,0,0,0,0
CB,2020-02-03,0,0,0,0,0,0
CE,2020-02-03,0,0,0,0,0,0
